tic,conm,datadate,revenue,net_income,total_assets,total_liabilities,current_assets,current_liabilities,equity,operating_cash_flow,year,net_profit_margin,roe,debt_asset_ratio,current_ratio,asset_turnover,ocf_ratio
AAPL,APPLE INC,2015-09-30,233715.0,53394.0,290479.0,171124.0,89378.0,80610.0,119355.0,81266.0,2015,22.845773698735638,44.735453060198566,58.91097118896719,1.1087706239920605,0.8045848409007191,34.77140962283123
AAPL,APPLE INC,2016-09-30,215091.0,45687.0,321686.0,193437.0,106869.0,79006.0,128249.0,65824.0,2016,21.240777159434842,35.62366958026963,60.13224075651412,1.352669417512594,0.6686364964592801,30.602861114598007
AAPL,APPLE INC,2017-09-30,229234.0,48351.0,375319.0,241272.0,128645.0,100814.0,134047.0,63598.0,2017,21.09242084507534,36.07018433832909,64.28451530564666,1.2760628484139107,0.6107711040474902,27.743702941099485
AAPL,APPLE INC,2018-09-30,265359.0,59531.0,365725.0,258578.0,131339.0,116866.0,107147.0,77434.0,2018,22.43413639635362,55.56011834209077,70.70285050242668,1.1238426916297297,0.7255697586984756,29.180845571471103
AAPL,APPLE INC,2019-09-30,260174.0,55256.0,338516.0,248028.0,162819.0,105718.0,90488.0,69391.0,2019,21.238094505984456,61.06445053487756,73.2692103179761,1.540125617208044,0.7685722388306608,26.67099710193947
AAPL,APPLE INC,2020-09-30,274515.0,57411.0,323888.0,258549.0,143713.0,105392.0,65339.0,80674.0,2020,20.913611278072235,87.86635853012748,79.82666847799238,1.3636044481554577,0.8475615027416885,29.387829444656937
AAPL,APPLE INC,2021-09-30,365817.0,94680.0,351002.0,287912.0,134836.0,125481.0,63090.0,104038.0,2021,25.88179335569424,150.07132667617688,82.02574344305731,1.0745531195957954,1.042207736708053,28.439903011615097
AAPL,APPLE INC,2022-09-30,394328.0,99803.0,352755.0,302083.0,135405.0,153982.0,50672.0,122151.0,2022,25.309640705199733,196.95887275023682,85.63535598361469,0.8793560286267226,1.1178523337727317,30.977003915522104
AAPL,APPLE INC,2023-09-30,383285.0,96995.0,352583.0,290437.0,143566.0,145308.0,62146.0,110543.0,2023,25.30623426432028,156.07601454639075,82.37407929480435,0.9880116717592975,1.087077369016657,28.840940814276582
